Date,City,Year,Month,Temperature_at_2m,Relative_Humidity_at_2m,Surface_Pressure,Wind_Speed_at_2m,Monthly_Precipitation,Rolling_3Month_Precipitation,SPI_3,Year_Month
1999-04-01,Taif,1999,4,29.336000000000002,30.330666666666666,95.18,2.9339999999999997,0.35,0.42,-1.1289062835313428,1999-04
1999-05-01,Taif,1999,5,33.97741935483871,21.81967741935484,94.8816129032258,2.8796774193548385,0.05,0.47,-1.4411899420010137,1999-05
1999-06-01,Taif,1999,6,34.35933333333333,21.663999999999998,94.72966666666666,3.277,0.0,0.39999999999999997,-1.2777753820087203,1999-06
1999-07-01,Taif,1999,7,32.854516129032255,28.123870967741937,94.77677419354839,3.544193548387097,1.22,1.27,-0.4357347503786107,1999-07
1999-08-01,Taif,1999,8,33.2458064516129,31.699032258064516,94.75935483870968,3.637741935483871,0.24,1.46,-0.05938711039114123,1999-08
1999-09-01,Taif,1999,9,33.090333333333334,37.293,94.855,2.7256666666666667,0.0,1.46,-0.07030058506859063,1999-09
1999-10-01,Taif,1999,10,30.153870967741934,32.670645161290324,95.19709677419355,2.696774193548387,0.44,0.6799999999999999,-0.5893669719834737,1999-10
1999-11-01,Taif,1999,11,26.630999999999997,40.11466666666667,95.484,2.4556666666666667,0.27,0.71,-0.8916559498864954,1999-11
1999-12-01,Taif,1999,12,23.88225806451613,45.65129032258065,95.57967741935484,2.404193548387097,4.98,5.69,-0.3301504354553488,1999-12
2000-01-01,Taif,2000,1,21.36935483870968,55.73483870967742,95.46774193548387,2.4274193548387095,18.990000000000002,24.240000000000002,0.5659125040092353,2000-01
2000-02-01,Taif,2000,2,22.504827586206897,49.959310344827585,95.48586206896552,2.4827586206896552,7.51,31.480000000000004,1.2553180870288914,2000-02
2000-03-01,Taif,2000,3,25.368387096774192,39.47709677419355,95.27064516129032,3.027741935483871,0.0,26.5,1.2863205601167205,2000-03
2000-04-01,Taif,2000,4,30.478666666666665,25.679,95.09400000000001,3.0383333333333336,0.21000000000000002,7.72,0.07797963925378153,2000-04
2000-05-01,Taif,2000,5,33.27258064516129,24.043548387096774,94.92548387096774,3.1874193548387098,0.0,0.21000000000000002,-1.7157643670709706,2000-05
2000-06-01,Taif,2000,6,34.352999999999994,19.491666666666667,94.66466666666666,3.414,0.0,0.21000000000000002,-1.4807662711492888,2000-06
